253,233
253,237
253,258
253,259
254,
255,
256,205
257,
258,191
258,233
258,237
258,253
258,259
259,191
259,233
259,237
259,253
259,258
260,
261,
262,
263,
264,230
265,
266,
267,
268,238
269,
270,
271,
272,
273,
274,
275,278
275,284
276,
277,
278,275
278,284
279,
280,
281,
282,
283,
284,275
284,278
285,174
285,243
285,286
286,174
286,243
286,285
287,
288,
289,
290,
291,312
292,
293,
294,
295,
296,
297,
298,
299,
300,
301,
302,
303,304
304,303
305,
306,
307,
308,
309,
310,
311,
312,291
313,
314,
315,
316,
317,
318,
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
13,0
15,0
25,0
26,0
62,0
71,0
78,0
79,0
80,0
81,0
87,0
88,0
94,0
96,0
97,0
105,0
107,0
108,0
109,0
110,0
111,0
115,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
129,0
132,0
137,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
148,0
150,0
151,0
153,0
156,0
157,0
158,0
160,0
164,0
165,0
166,0
168,0
172,0
175,0
176,0
177,0
178,0
180,0
181,0
185,0
187,0
188,0
189,0
190,0
197,0
198,0
200,0
202,0
204,0
205,0
206,0
207,0
209,0
211,0
212,0
214,0
215,0
216,0
218,0
219,0
223,0
226,0
230,0
232,0
235,0
238,0
240,0
241,0
242,0
245,0
246,0
247,0
249,0
252,0
254,0
255,0
256,0
257,0
260,0
261,0
262,0
264,0
265,0
267,0
268,0
269,0
274,0
279,0
280,0
281,0
283,0
286,0
288,0
289,0
290,0
292,0
294,0
296,0
297,0
300,0
301,0
302,0
305,0
306,0
309,0
313,0
317,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,13
0,15
0,25
0,26
0,62
0,71
0,78
0,79
0,80
0,81
0,87
0,88
0,94
0,96
0,97
0,105
0,107
0,108
0,109
0,110
0,111
0,115
0,117
0,118
0,119
0,120
0,121
0,122
0,123
0,124
0,125
0,126
0,127
0,129
0,132
0,137
0,139
0,141
0,142
0,143
0,144
0,145
0,146
0,147
0,148
0,148
0,148
0,150
0,151
0,153
0,156
0,157
0,158
0,160
0,164
0,165
0,166
0,168
0,172
0,175
0,176
0,177
0,178
0,180
0,181
0,185
0,187
0,188
0,189
0,190
0,197
0,198
0,200
0,202
0,204
0,205
0,206
0,207
0,209
0,211
0,212
0,214
0,215
0,216
0,218
0,219
0,223
0,226
0,230
0,232
0,235
0,238
0,240
0,241
0,242
0,245
0,246
0,247
0,249
0,252
0,254
0,255
0,256
0,257
0,260
0,261
0,262
0,264
0,265
0,267
0,268
0,269
0,274
0,279
0,280
0,281
0,283
0,286
0,288
0,289
0,290
0,292
0,294
0,296
0,297
0,300
0,301
0,302
0,305
0,306
0,309
0,313
0,317
